2,490881
2,490815
2,490739
2,490743
2,490685
2,490775
2,490685
2,490900
2,490858
2,491066
2,490789
2,490722
2,490796
2,490777
2,490890
2,490829
2,490791
2,490843
2,490774
2,490945
2,490796
2,490759
2,490721
2,490904
2,490801
2,490835
2,490731
2,490747
2,490940
2,490911
2,490975
2,490716
2,490546
2,490845
2,490670
2,490783
2,490739
2,490776
2,490664
2,490713
2,490711
2,490633
2,490849
2,490937
2,490738
2,490875
2,491036
2,490875
2,490639
2,490857
2,490620
2,490790
2,490969
2,490757
2,490756
2,490959
2,490783
2,490753
2,490850
2,490677
2,490819
2,490585
2,490889
2,490744
2,490680
2,490918
2,490701
2,490898
2,490738
2,490857
2,490594
2,490641
2,490707
2,490961
2,490941
2,490810
2,490782
2,490726
2,490905
2,490578
2,490551
2,490721
2,490663
2,490699
2,490655
2,490707
2,490599
2,490683
2,490762
2,490782
2,490757
2,490636
2,490696
2,490530
2,490683
2,490698
2,490522
2,490880
2,490796
2,490624
2,490827
2,490781
2,490668
2,490802
2,490806
2,490897
2,490718
2,490609
2,490654
2,490805
2,490738
2,490590
2,490587
2,490627
2,490751
2,490697
2,490606
2,490809
2,490661
2,490563
2,490553
2,490693
2,490579
2,490742
2,490714
2,490702
2,490722
2,490733
2,490546
2,490686
2,490666
2,490693
2,490820
2,490759
2,490487
2,490723
2,490927
2,490793
2,490931
2,490839
2,490486
2,490867
2,490470
2,490805
2,490635
2,490596
2,491017
2,490774
2,490697
2,490827
2,490518
2,490826
2,491051
2,490680
2,490734
2,490848
2,490742
2,490855
2,490780
2,490760
2,490717
2,490844
2,490831
2,490585
2,490706
2,490978
2,490894
2,490788
2,490812
2,490942
2,490753
2,490669
2,491047
2,490892
2,490747
2,491040
2,490946
2,490806
2,491008
2,490467
2,490771
2,490780
2,490677
2,490721
2,490933
2,490729
2,490867
2,490759
2,490738
2,490761
2,490774
2,490873
2,490703
2,490877
2,490863
2,491026
2,490857
2,490743
2,490879
2,490951
2,490847
2,490809
2,490807
2,490839
2,490771
2,490904
2,490904
2,490894
2,491015
2,490935
2,490947
2,490838
2,490740
2,490943
2,490682
2,490826
2,490686
2,490978
2,490557
2,490874
2,490615
2,490708
2,490710
2,490627
2,490910
2,490772
2,490616
2,490705
2,491033
2,490975
2,490738
2,490834
2,490790
2,490801
2,490890
2,490857
2,490793
2,490838
2,490538
2,490849
2,490863
2,490495
2,490880
2,490799
2,490733
2,490821
2,490902
2,491109
2,491018
2,490767
2,490987
2,491016
2,490715
2,490777
2,490718
2,490820
2,490875
2,490804
2,490795
2,490805
2,490786
2,490836
2,490658
2,490951
2,490840
2,490909
2,490768
2,490882
2,490845
2,490903
2,490826
2,490884
2,490668
2,490708
2,490937
2,490869
2,490740
2,490619
2,490906
2,491013
2,491034
2,490809
2,490698
2,491028
2,490971
2,490715
2,490921
2,490921
2,490639
2,490913
2,491018
2,490859
2,490903
2,490902
2,490671
2,490795
2,490912
2,490654
2,490815
2,490705
2,490973
2,490670
2,490665
2,490635
2,490403
2,490719
2,490792
2,490570
2,490619
2,490585
2,490586
2,490741
2,490880
2,490608
2,490598
2,490707
2,490915
2,490739
2,490788
2,490682
2,490932
2,490527
2,490703
2,490916
2,490728
2,490985
2,490843
2,490816
2,490551
2,490646
2,490833
2,490731
2,490921
2,490644
2,490834
2,490779
2,490770
2,490865
2,490896
2,490770
2,490786
2,490797
2,490668
2,490876
2,490814
2,490656
2,490773
2,490699
2,490841
2,490917
2,490687
2,490646
2,490727
2,490751
2,490870
2,490693
2,490807
2,490993
2,490879
2,490834
2,490619
2,490925
2,490895
2,490731
2,490800
2,490780
2,490881
2,490904
2,490909
2,490988
2,491071
2,490981
2,490742
2,490761
2,490905
2,490727
2,491028
2,490993
2,490826
2,490998
2,490909
2,490866
2,490709
2,490789
2,490843
2,490654
2,490966
2,490809
2,490867
2,490677
2,490879
2,490797
2,490756
2,490902
2,490790
2,491020
2,490879
2,490746
2,490818
2,490790
2,490810
2,490829
2,490837
2,490833
2,490780
2,490540
2,490941
2,490876
2,490980
2,491144
2,491087
2,490910
2,491062
2,490870
2,490805
2,490892
2,490854
2,490812
2,490864
2,490513
2,490851
2,490670
2,490625
2,490739
2,490789
2,490722
2,490848
2,490682
2,491029
2,490807
2,490744
2,490818
2,490833
2,490824
2,490873
2,490906
2,490966
2,490860
2,490828
2,490860
2,490813
2,490975
2,490752
2,490823
2,490766
2,491018
2,490824
2,491011
2,490947
2,490929
2,491058
2,491022
2,490804
2,490944
2,490875
2,490892
2,490747
2,490749
2,490809
2,490817
2,490847
2,490678
2,490701
2,490695
2,490780
2,490802
2,490688
2,491096
2,490890
2,490880
2,490873
2,490794
2,490800
2,490831
2,490913
2,490873
2,490995
2,490914
2,491008
2,490729
2,490836
2,490831
2,490842
2,490932
2,490713
2,490605
2,490768
2,490774
2,490849
2,490659
2,490798
2,491025
2,490718
2,490908
2,490944
2,490766
2,490732
2,490737
2,490859
2,490857
2,491011
2,490857
2,490669
2,490935
2,490849
2,490909
2,490987
2,491046
2,490627
2,490924
2,490936
2,490761
2,490648
2,490687
2,490776
2,490816
2,490679
2,490765
2,490722
2,490644
2,490866
2,490799
2,490913
2,490829
2,490690
2,490826
2,490759
2,490667
2,490715
2,490809
2,490952
2,490805
2,490619
2,490745
2,490682
2,490887
2,490836
2,490908
2,490925
2,490826
2,491001
2,490807
2,490920
2,490975
2,490752
2,490880
2,490840
2,490828
2,490815
2,491010
2,490901
2,490854
2,490748
2,490849
2,491040
2,490874
2,490965
2,490849
2,490949
2,490742
2,490819
2,490758
2,490709
2,490840
2,490885
2,490600
2,490729
2,490532
2,490968
2,491100
2,490890
2,490956
