0.087735	3.820878E-3	-3.640560E-1
0.087737	5.770402E-1	-2.539826E-1
0.087739	1.118719E+0	-1.274948E-1
0.087741	1.589269E+0	6.717548E-3
0.087743	1.958437E+0	1.418955E-1
0.087745	2.207874E+0	2.670961E-1
0.087747	2.313765E+0	3.765259E-1
0.087749	2.277717E+0	4.614950E-1
0.087751	2.096190E+0	5.194285E-1
0.087753	1.782704E+0	5.442112E-1
0.087755	1.361075E+0	5.358430E-1
0.087757	8.480404E-1	4.923929E-1
0.087759	2.825450E-1	4.193323E-1
0.087761	-2.938923E-1	3.198799E-1
0.087763	-8.597075E-1	2.007945E-1
0.087765	-1.368876E+0	6.786947E-2
0.087767	-1.794685E+0	-6.763030E-2
0.087769	-2.104306E+0	-1.999115E-1
0.087771	-2.283898E+0	-3.189967E-1
0.087773	-2.319624E+0	-4.181271E-1
0.087775	-2.210838E+0	-4.911874E-1
0.087777	-1.962691E+0	-5.333500E-1
0.087779	-1.589988E+0	-5.413963E-1
0.087781	-1.120407E+0	-5.156482E-1
0.087783	-5.758344E-1	-4.577149E-1
0.087785	2.211617E-3	-3.704930E-1
0.087787	5.786495E-1	-2.600978E-1
0.087789	1.119685E+0	-1.329663E-1
0.087791	1.588948E+0	1.567913E-3
0.087793	1.960046E+0	1.370677E-1
0.087795	2.206587E+0	2.629120E-1
0.087797	2.316339E+0	3.720200E-1
0.087799	2.277717E+0	4.579547E-1
0.087801	2.096190E+0	5.162100E-1
0.087803	1.784957E+0	5.413145E-1
0.087805	1.361397E+0	5.326245E-1
0.087807	8.499715E-1	4.907836E-1
0.087809	2.835106E-1	4.164357E-1
0.087811	-2.932486E-1	3.169832E-1
0.087813	-8.590638E-1	1.978978E-1
0.087815	-1.366623E+0	6.593836E-2
0.087817	-1.791145E+0	-7.020512E-2
0.087819	-2.104628E+0	-2.021645E-1
0.087821	-2.285186E+0	-3.212497E-1
0.087823	-2.320589E+0	-4.200582E-1
0.087825	-2.211804E+0	-4.931186E-1
0.087827	-1.963657E+0	-5.349593E-1
0.087829	-1.593528E+0	-5.436493E-1
0.087831	-1.121051E+0	-5.175793E-1
0.087833	-5.771218E-1	-4.596460E-1
0.087835	3.177174E-3	-3.714586E-1
0.087837	5.760746E-1	-2.617071E-1
0.087839	1.119685E+0	-1.348974E-1
0.087841	1.588948E+0	6.023559E-4
0.087843	1.961011E+0	1.354585E-1
0.087845	2.207230E+0	2.619464E-1
0.087847	2.315374E+0	3.713763E-1
0.087849	2.278039E+0	4.569891E-1
0.087851	2.097156E+0	5.149226E-1
0.087853	1.787210E+0	5.397053E-1
0.087855	1.361075E+0	5.316589E-1
0.087857	8.499715E-1	4.888525E-1
0.087859	2.851198E-1	4.161138E-1
0.087861	-2.932486E-1	3.163395E-1
0.087863	-8.587420E-1	1.972541E-1
0.087865	-1.368233E+0	6.529465E-2
0.087867	-1.795007E+0	-7.117068E-2
0.087869	-2.105271E+0	-2.024863E-1
0.087871	-2.286151E+0	-3.218934E-1
0.087873	-2.322521E+0	-4.210238E-1
0.087875	-2.211804E+0	-4.940841E-1
0.087877	-1.963335E+0	-5.352811E-1
0.087879	-1.592563E+0	-5.436493E-1
0.087881	-1.119442E+0	-5.185448E-1
0.087883	-5.780874E-1	-4.596460E-1
0.087885	2.533469E-3	-3.721023E-1
0.087887	5.763965E-1	-2.620289E-1
0.087889	1.117754E+0	-1.352192E-1
0.087891	1.586695E+0	-4.134846E-5
0.087893	1.958115E+0	1.351366E-1
0.087895	2.207552E+0	2.606590E-1
0.087897	2.314730E+0	3.704107E-1
0.087899	2.277717E+0	4.563454E-1
0.087901	2.096512E+0	5.139570E-1
0.087903	1.785279E+0	5.393834E-1
0.087905	1.361719E+0	5.313371E-1
0.087907	8.499715E-1	4.888525E-1
0.087909	2.851198E-1	4.154701E-1
0.087911	-2.938923E-1	3.153740E-1
0.087913	-8.577764E-1	1.962886E-1
0.087915	-1.368554E+0	6.497280E-2
0.087917	-1.792432E+0	-7.117068E-2
0.087919	-2.102696E+0	-2.031300E-1
0.087921	-2.285830E+0	-3.225371E-1
0.087923	-2.319624E+0	-4.207019E-1
0.087925	-2.211482E+0	-4.940841E-1
0.087927	-1.963979E+0	-5.362467E-1
0.087929	-1.591919E+0	-5.442930E-1
0.087931	-1.122016E+0	-5.182230E-1
0.087933	-5.777656E-1	-4.606115E-1
0.087935	6.023559E-4	-3.727460E-1
0.087937	5.751091E-1	-2.620289E-1
0.087939	1.118397E+0	-1.352192E-1
0.087941	1.587982E+0	-3.632007E-4
0.087943	1.958758E+0	1.348147E-1
0.087945	2.205943E+0	2.606590E-1
0.087947	2.314730E+0	3.700889E-1
0.087949	2.277073E+0	4.563454E-1
0.087951	2.097800E+0	5.139570E-1
0.087953	1.784313E+0	5.390616E-1
0.087955	1.363006E+0	5.310152E-1
0.087957	8.496497E-1	4.885307E-1
0.087959	2.867291E-1	4.154701E-1
0.087961	-2.938923E-1	3.156958E-1
0.087963	-8.580983E-1	1.962886E-1
0.087965	-1.367911E+0	6.497280E-2
0.087967	-1.792432E+0	-7.117068E-2
0.087969	-2.104628E+0	-2.037737E-1
0.087971	-2.284220E+0	-3.225371E-1
0.087973	-2.321877E+0	-4.213456E-1
0.087975	-2.210838E+0	-4.937623E-1
0.087977	-1.961404E+0	-5.362467E-1
0.087979	-1.591919E+0	-5.439711E-1
0.087981	-1.120085E+0	-5.195104E-1
0.087983	-5.777656E-1	-4.599678E-1
0.087985	1.246060E-3	-3.733897E-1
0.087987	5.770402E-1	-2.629945E-1
0.087989	1.116788E+0	-1.355411E-1
0.087991	1.586695E+0	-6.850528E-4
0.087993	1.958758E+0	1.341710E-1
0.087995	2.205621E+0	2.606590E-1
0.087997	2.314730E+0	3.697670E-1
0.087999	2.278682E+0	4.563454E-1
0.088001	2.097800E+0	5.139570E-1
0.088003	1.786566E+0	5.400271E-1
0.088005	1.360753E+0	5.303715E-1
0.088007	8.499715E-1	4.885307E-1
0.088009	2.847980E-1	4.145046E-1
0.088011	-2.929267E-1	3.153740E-1
0.088013	-8.571327E-1	1.966104E-1
0.088015	-1.366301E+0	6.497280E-2
0.088017	-1.791467E+0	-7.117068E-2
0.088019	-2.105271E+0	-2.034519E-1
0.088021	-2.282611E+0	-3.218934E-1
0.088023	-2.321555E+0	-4.210238E-1
0.088025	-2.212448E+0	-4.937623E-1
0.088027	-1.965588E+0	-5.362467E-1
0.088029	-1.592241E+0	-5.442930E-1
0.088031	-1.120407E+0	-5.191885E-1
0.088033	-5.784093E-1	-4.599678E-1
0.088035	1.246060E-3	-3.730678E-1
0.088037	5.760746E-1	-2.626726E-1
0.088039	1.117754E+0	-1.358629E-1
0.088041	1.587338E+0	-1.328757E-3
0.088043	1.956505E+0	1.338492E-1
0.088045	2.205621E+0	2.600153E-1
0.088047	2.316661E+0	3.704107E-1
0.088049	2.277395E+0	4.563454E-1
0.088051	2.100053E+0	5.139570E-1
0.088053	1.784957E+0	5.387397E-1
0.088055	1.362040E+0	5.306934E-1
0.088057	8.509371E-1	4.885307E-1
0.088059	2.867291E-1	4.148264E-1
0.088061	-2.903519E-1	3.156958E-1
0.088063	-8.580983E-1	1.962886E-1
0.088065	-1.366301E+0	6.497280E-2
0.088067	-1.793076E+0	-7.117068E-2
0.088069	-2.105271E+0	-2.037737E-1
0.088071	-2.284864E+0	-3.222152E-1
0.088073	-2.322521E+0	-4.216675E-1
0.088075	-2.213413E+0	-4.940841E-1
