0.219837	-2.578952E-2	6.398015E-1	-5.224071E-1	2.989091E-2
0.219842	5.165319E-1	7.582434E-1	-3.585845E-1	3.439684E-2
0.219847	1.028922E+0	8.403159E-1	-1.767382E-1	3.922462E-2
0.219852	1.491426E+0	8.786165E-1	1.412015E-2	4.437426E-2
0.219857	1.876042E+0	8.744324E-1	2.036912E-1	4.340870E-2
0.219862	2.166677E+0	8.274418E-1	3.826411E-1	4.083388E-2
0.219867	2.343697E+0	7.353918E-1	5.419582E-1	3.729351E-2
0.219872	2.402597E+0	6.050414E-1	6.735961E-1	3.117832E-2
0.219877	2.339191E+0	4.434713E-1	7.717612E-1	2.281016E-2
0.219882	2.159596E+0	2.606590E-1	8.300166E-1	1.347644E-2
0.219887	1.864777E+0	6.593836E-2	8.464311E-1	7.361252E-3
0.219892	1.476942E+0	-1.307133E-1	8.197173E-1	-1.650609E-3
0.219897	1.014760E+0	-3.225371E-1	7.501971E-1	-1.484655E-2
0.219902	4.978644E-1	-4.989119E-1	6.426982E-1	-2.257100E-2
0.219907	-3.930731E-2	-6.459981E-1	5.014048E-1	-3.126101E-2
0.219912	-5.790530E-1	-7.634739E-1	3.359725E-1	-3.866361E-2
0.219917	-1.088222E+0	-8.416838E-1	1.528385E-1	-4.316954E-2
0.219922	-1.543963E+0	-8.770875E-1	-3.801991E-2	-4.960658E-2
0.219927	-1.921173E+0	-8.706505E-1	-2.272689E-1	-4.896288E-2
0.219932	-2.199252E+0	-8.175450E-1	-4.058967E-1	-4.735362E-2
0.219937	-2.362108E+0	-7.200240E-1	-5.629604E-1	-4.316954E-2
0.219942	-2.408455E+0	-5.880648E-1	-6.917010E-1	-3.254842E-2
0.219947	-2.331532E+0	-4.245641E-1	-7.856817E-1	-2.482397E-2
0.219952	-2.136813E+0	-2.375682E-1	-8.397527E-1	-1.742137E-2
0.219957	-1.831376E+0	-4.381324E-2	-8.513394E-1	-8.731358E-3
0.219962	-1.432925E+0	1.547696E-1	-8.197979E-1	2.855321E-3
0.219967	-9.614126E-1	3.443407E-1	-7.454502E-1	1.154533E-2
0.219972	-4.419441E-1	5.194285E-1	-6.331240E-1	2.023534E-2
0.219977	9.554877E-2	6.636186E-1	-4.892563E-1	2.763794E-2
0.219982	6.346518E-1	7.762672E-1	-3.206060E-1	3.375313E-2
0.219987	1.138996E+0	8.490060E-1	-1.365067E-1	3.922462E-2
0.219992	1.584120E+0	8.811913E-1	5.531723E-2	4.308685E-2
0.219997	1.948781E+0	8.673516E-1	2.436009E-1	4.373055E-2
0.220002	2.214955E+0	8.078088E-1	4.193323E-1	4.179944E-2
0.220007	2.366227E+0	7.067469E-1	5.725342E-1	3.568425E-2
0.220012	2.400344E+0	5.686720E-1	6.974132E-1	2.731609E-2
0.220017	2.308937E+0	4.016305E-1	7.872102E-1	2.023534E-2
0.220022	2.101984E+0	2.155997E-1	8.367755E-1	1.090163E-2
0.220027	1.786888E+0	2.184460E-2	8.441782E-1	3.499026E-3
0.220032	1.380064E+0	-1.738415E-1	8.071651E-1	-5.512836E-3
0.220037	9.021117E-1	-3.630904E-1	7.289548E-1	-1.645581E-2
0.220042	3.762041E-1	-5.349593E-1	6.130877E-1	-2.643323E-2
0.220047	-1.609674E-1	-6.759303E-1	4.660010E-1	-3.480138E-2
0.220052	-6.965288E-1	-7.856817E-1	2.963847E-1	-4.059472E-2
0.220057	-1.194755E+0	-8.564890E-1	1.106758E-1	-4.606621E-2
0.220062	-1.634725E+0	-8.809497E-1	-8.082624E-2	-4.670991E-2
0.220067	-1.989727E+0	-8.629260E-1	-2.687878E-1	-5.057214E-2
0.220072	-2.243989E+0	-8.001650E-1	-4.425878E-1	-4.574436E-2
0.220077	-2.385603E+0	-6.936321E-1	-5.948237E-1	-3.995102E-2
0.220082	-2.400730E+0	-5.539485E-1	-7.164836E-1	-3.061731E-2
0.220087	-2.296772E+0	-3.840108E-1	-8.014524E-1	-2.257100E-2
0.220092	-2.077592E+0	-1.966930E-1	-8.465116E-1	-1.452470E-2
0.220097	-1.750913E+0	-1.650609E-3	-8.484427E-1	-6.156540E-3
0.220102	-1.334760E+0	1.969323E-1	-8.072457E-1	2.855321E-3
0.220107	-8.513394E-1	3.852160E-1	-7.238862E-1	1.186718E-2
0.220112	-3.225371E-1	5.532231E-1	-6.035137E-1	2.023534E-2
0.220117	2.168871E-1	6.929072E-1	-4.538526E-1	2.860350E-2
0.220122	7.476222E-1	7.971876E-1	-2.813400E-1	3.761536E-2
0.220127	1.244242E+0	8.599490E-1	-9.402218E-2	3.922462E-2
0.220132	1.673595E+0	8.815131E-1	9.780173E-2	4.373055E-2
0.220137	2.017980E+0	8.589834E-1	2.838324E-1	4.179944E-2
0.220142	2.258084E+0	7.888194E-1	4.553798E-1	3.954647E-2
0.220147	2.385538E+0	6.793894E-1	6.031103E-1	3.310943E-2
0.220152	2.390366E+0	5.361649E-1	7.202647E-1	2.731609E-2
0.220157	2.272245E+0	3.626863E-1	8.013717E-1	1.766052E-2
0.220162	2.041153E+0	1.744026E-1	8.419252E-1	9.292365E-3
0.220167	1.703528E+0	-2.031804E-2	8.396722E-1	9.242081E-4
0.220172	1.279002E+0	-2.166478E-1	7.936472E-1	-7.443949E-3
0.220177	7.897850E-1	-4.042875E-1	7.067469E-1	-2.096174E-2
0.220182	2.603372E-1	-5.710067E-1	5.828335E-1	-2.836434E-2
0.220187	-2.810182E-1	-7.042532E-1	4.305972E-1	-3.801991E-2
0.220192	-8.098205E-1	-8.059583E-1	2.561531E-1	-4.252584E-2
0.220197	-1.300644E+0	-8.642134E-1	6.915688E-2	-4.477880E-2
0.220202	-1.721303E+0	-8.815934E-1	-1.226670E-1	-4.670991E-2
0.220207	-2.054741E+0	-8.519831E-1	-3.083756E-1	-4.831917E-2
0.220212	-2.286473E+0	-7.818195E-1	-4.792789E-1	-4.670991E-2
0.220217	-2.399121E+0	-6.659529E-1	-6.244340E-1	-3.962917E-2
